stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
DAV;19600301;-;74;72;836.4;48;7044;0.1;-9;10.5;74.3
DAV;19600401;-;15;70;840.8;37.9;10104;2.6;-4.9;13.8;70.1
DAV;19600501;-;0;64;843.9;89.6;12858;8.6;-4;20.5;64.8
DAV;19600601;-;0;68;846.5;96.4;10422;11.5;1.5;22.2;68.6
DAV;19600701;-;0;74;844.4;166.7;9378;10.7;2.1;22.6;71.8
DAV;19600801;-;0;63;844.2;212.7;10620;11.2;3.3;24.8;73.4
DAV;19600901;-;0;66;843.2;197.8;8064;7.6;-0.4;19.1;76.7
DAV;19601001;-;8;77;837;155.3;5712;3;-6;17.4;80.1
DAV;19601101;-;8;72;838.9;59.3;4674;0.2;-9.5;10.9;76.9
DAV;19601201;-;17;69;833.8;38.1;4164;-4.7;-17.3;5.7;78.8
DAV;19610101;-;43;64;838.6;36.9;4872;-5.3;-14;5.4;75.5
DAV;19610201;-;94;50;847.1;139.8;6480;-2;-10.5;8.2;77.3
DAV;19610301;-;71;40;848.2;44.2;11946;-0.6;-13.8;11.5;68
DAV;19610401;-;12;74;838.9;45.4;7644;5.6;-2;15.3;71.5
DAV;19610501;-;2;74;841.1;135.6;9240;5.7;-4.9;19.4;70.3
DAV;19610601;-;0;65;845.4;98.6;11616;11.7;0.9;23.5;68.8
DAV;19610701;-;0;67;845.5;83.4;11976;11.3;1.8;23.5;68.3
DAV;19610801;-;0;48;848.1;97.2;14160;12;1.3;24.7;67.3
DAV;19610901;-;0;43;848.4;14;12810;12.3;1;23.3;66.5
DAV;19611001;-;2;57;842.9;49.8;9300;5.3;-7.3;17.3;73.6
DAV;19611101;-;2;56;837.8;23.8;6108;-0.3;-10.2;11.3;71.1
DAV;19611201;-;5;59;838.5;71.3;5064;-3.3;-16.1;9;76.3
DAV;19620101;-;32;70;838.7;99.2;5748;-4.4;-25.1;5.4;78.2
DAV;19620201;-;91;67;837.9;138.9;5982;-6;-21.1;5.8;81.9
DAV;19620301;-;90;75;829.2;47.3;7878;-5;-16.1;10;74.1
DAV;19620401;-;75;69;837.2;72.3;9768;1;-12.6;16;68.4
DAV;19620501;-;5;77;838.7;100.3;9696;4.5;-10.6;19.9;72.2
DAV;19620601;-;0;63;844.4;42.5;13008;9;-3.4;24;65.8
DAV;19620701;-;0;71;842.7;67.2;13014;11.1;-0.4;27.2;69
DAV;19620801;-;0;49;844.9;82.3;16182;12.9;1.6;25.6;70.2
DAV;19620901;-;0;55;842.5;96.1;11508;8.2;-5.2;24;72.4
DAV;19621001;-;0;40;842.9;12.1;11142;4.4;-7.4;21.2;76
DAV;19621101;-;7;67;834.3;35.1;6000;-2.6;-17.5;12.6;72.5
DAV;19621201;-;55;55;833.7;161.8;4992;-7.3;-23;4.6;74.4
DAV;19630101;-;79;70;832.9;32.9;4764;-10.3;-27.5;5.1;77.5
DAV;19630201;-;83;54;827.3;12.1;6984;-8.6;-22.4;5.5;68.4
DAV;19630301;-;85;68;836.1;62.7;7704;-2.2;-15.8;12;67.7
DAV;19630401;-;60;81;835.5;56.1;6864;3;-8.9;14.1;67.3
DAV;19630501;-;1;78;839.1;68.4;8604;5.9;-3.1;18.8;74
DAV;19630601;-;0;79;839.9;120.2;9126;10;0.6;24.6;78.1
DAV;19630701;-;0;61;844.5;120.4;13164;12.9;3.1;24.5;75.7
DAV;19630801;-;0;71;840;206.9;10902;10.9;-0.3;26.2;77.1
DAV;19630901;-;0;67;843.2;60.9;7764;8.8;-0.2;21.5;81.5
DAV;19631001;-;0;48;843.6;44;10116;4.1;-4.5;17.3;73
DAV;19631101;-;12;77;835.4;127.1;4770;1;-9.9;11.5;80.1
DAV;19631201;-;29;45;836.3;16.7;7074;-6.5;-20.3;5.8;70.8
DAV;19640101;-;33;30;845.9;11.1;8634;-5.3;-13.1;4.7;61.1
DAV;19640201;-;48;70;836.9;28.1;5892;-3.2;-18;9.7;71.2
DAV;19640301;-;37;80;831.9;43.9;5292;-1.3;-13.6;11.5;75.9
DAV;19640401;-;10;71;837.8;73.4;9030;3.3;-5.3;15.2;69.6
DAV;19640501;-;0;74;842.3;49.8;11484;8.4;-2.7;20.8;65.6
DAV;19640601;-;0;72;842.5;77.8;11112;11.5;1.5;23.5;68.7
DAV;19640701;-;0;58;845.8;92;13770;13.1;1.2;25.6;68.5
DAV;19640801;-;0;60;842.6;137.8;11244;10.7;0.4;26.2;76.8
DAV;19640901;-;0;47;845.7;55.1;11784;8.8;-4.1;22.8;73.7
DAV;19641001;-;14;83;838.5;107.2;4728;2.2;-6.8;18;83
DAV;19641101;-;9;71;840.5;117;4824;0.9;-6.6;10.5;79.9
DAV;19641201;-;51;64;834.8;63.1;5064;-5.5;-17.5;5.7;81.4
DAV;19650101;-;62;83;833.4;37.9;3396;-4.3;-16.6;8.5;78.4
DAV;19650201;-;77;57;836.4;37.6;6906;-9.4;-22.3;3.3;75.5
DAV;19650301;-;80;69;837.1;64.7;6906;-2.3;-19.2;12.1;74.9
DAV;19650401;-;47;76;833.9;70.2;6510;0.3;-8.5;10.9;74.5
DAV;19650501;-;7;81;838.8;115.6;7494;5.3;-2.9;18.9;73
DAV;19650601;-;0;75;842;153.7;10122;10.2;0.3;25.2;71.4
DAV;19650701;-;0;73;841;136;10536;11;-1.1;24.5;74.4
DAV;19650801;-;0;64;842.2;139.8;11610;10.3;1.9;26.2;75.5
DAV;19650901;-;0;67;839.2;209.7;8298;6.6;-1.8;19.5;78.4
DAV;19651001;-;0;34;843.9;3.1;12210;5.3;-4.3;17.9;67.8
DAV;19651101;-;18;81;832;83.1;3678;-1.3;-18.1;17.5;83.2
DAV;19651201;-;76;81;831.7;192.2;2370;-4.3;-15.6;6;87.2
DAV;19660101;-;94;64;832.7;46.1;5436;-7.5;-24.2;8.1;80.7
DAV;19660201;-;85;85;832.7;59.2;4548;0;-12.4;11.2;77
DAV;19660301;-;99;74;838.3;95.5;8028;-3.4;-13.5;8.5;78.7
DAV;19660401;-;67;69;835.2;50.4;8934;3.2;-7.6;15;74.6
DAV;19660501;-;2;66;841.1;107.7;12318;6.5;-5;19.6;69.6
DAV;19660601;-;0;74;842.5;132.4;10422;10.7;-0.5;23.6;71
DAV;19660701;-;0;72;840.5;204.5;10530;10.2;0.3;23.7;77.9
DAV;19660801;-;0;71;841.4;148.1;8814;10;-1.6;28.5;78.8
DAV;19660901;-;0;54;843.8;64.9;11856;9.8;0.7;23.4;76.5
DAV;19661001;-;0;77;836;58.2;6270;6.7;-6.3;18.9;79.5
DAV;19661101;-;29;77;835.1;87.6;4590;-3.7;-14;12.8;78.9
DAV;19661201;-;67;77;833.8;125.9;2628;-5.2;-15.3;3.2;86.3
DAV;19670101;-;83;68;838.7;48.1;5460;-5.7;-22.5;8.9;78.4
DAV;19670201;-;88;61;839.1;65.3;6372;-3.8;-18.3;10.5;70.1
DAV;19670301;-;92;71;840.1;143;7452;-1;-11.3;11.5;75
DAV;19670401;-;79;67;835.6;62.3;10602;0.8;-12.2;13.4;69.2
DAV;19670501;-;10;71;838.5;99.7;10602;6;-6.1;23.9;70.5
DAV;19670601;-;0;63;843.7;80.7;11076;8.8;-2.7;26;71.5
DAV;19670701;-;0;58;845.6;144.5;13182;13.6;1.4;25.6;72.3
DAV;19670801;-;0;66;843.2;159.6;11268;12;2;25;77.7
DAV;19670901;-;0;69;840.8;99.5;8130;8;-0.7;23.8;82.1
DAV;19671001;-;0;45;842.2;53.1;10482;6.1;-8.7;19.8;71.5
DAV;19671101;-;11;57;839.5;70.4;5958;0.8;-9;11.1;78.8
DAV;19671201;-;18;59;835.6;30.8;5010;-6.4;-21.1;5.9;81
DAV;19680101;-;93;73;835.1;264.9;4008;-7;-22;4;86.7
DAV;19680201;-;117;69;832.7;20.2;6246;-3.2;-13.7;6.1;79.4
DAV;19680301;-;121;52;837.6;83.4;9714;-2.1;-17;14.4;72.2
DAV;19680401;-;60;55;838.1;47.5;11754;3.3;-12.7;19;73.2
DAV;19680501;-;0;74;838.6;87.4;9882;6.4;-6.4;19.3;68.9
DAV;19680601;-;0;75;841.9;88.3;9780;10.1;-0.4;25.4;69.5
DAV;19680701;-;0;63;844.1;122.4;11658;11.3;0.3;28.2;71.3
DAV;19680801;-;0;75;840.3;116.6;8814;10.2;-0.1;20.8;78.3
DAV;19680901;-;0;67;840.6;125.4;9330;7.5;-0.9;20;77.1
DAV;19681001;-;0;51;844.2;41.4;9474;6.3;-3.2;19.7;72.2
DAV;19681101;-;5;62;835.6;68.1;5880;0.5;-12.7;14.7;77.5
DAV;19681201;-;17;47;831.5;62.7;6192;-5.3;-20.5;5.7;76
DAV;19690101;-;50;61;835.7;30.4;5460;-3.9;-20.3;6.2;79
DAV;19690201;-;64;73;828.2;46.4;5700;-7.2;-17.7;7.3;78.1
DAV;19690301;-;56;69;831.9;18.8;7710;-1.2;-10.4;8.7;75.4
DAV;19690401;-;25;71;837;78.2;8280;2.1;-13.5;17.5;70.6
DAV;19690501;-;0;63;838.7;121;12084;8.5;-3.8;26;68.1
DAV;19690601;-;0;78;838.9;156;7866;8.4;-1.2;20.2;79.1
DAV;19690701;-;0;60;846.5;131.2;13152;13.2;-0.4;24.8;73.2
DAV;19690801;-;0;71;841.7;147.5;9666;10.7;-0.6;22;77.9
DAV;19690901;-;0;55;842.5;38.8;9984;10.1;0.7;22.2;79
DAV;19691001;-;0;32;845.9;4.6;11310;6.3;-4;19.8;69.9
DAV;19691101;-;14;62;834.4;111.8;5802;-1;-15.5;14.1;79.1
DAV;19691201;-;40;51;831;33.8;5736;-8.1;-19.8;1.5;80.3
DAV;19700101;-;55;66;831.6;40;5370;-3.7;-16.5;7.6;76.8
DAV;19700201;-;119;86;830.5;226.1;2592;-5.9;-16.6;5.4;83.1
DAV;19700301;-;135;77;831.6;84.2;6450;-4.3;-17.8;10.2;78.2
DAV;19700401;-;114;83;835.7;103.9;6108;-0.6;-13.8;15.2;76
DAV;19700501;-;43;78;839.1;90.7;8898;4.8;-4.4;16.9;72.7
DAV;19700601;-;0;65;842.6;72;11856;11.4;-0.4;22.6;70.4
DAV;19700701;-;0;62;842.3;109.9;12090;11.8;0;25.4;71.9
DAV;19700801;-;0;65;842;254.9;10494;11.8;3;26.5;80.2
DAV;19700901;-;0;48;844.4;77.6;11934;9.6;-1.1;21.4;75.2
DAV;19701001;-;11;58;842.6;132.2;8700;3.5;-6.7;19.3;78.9
DAV;19701101;-;9;67;838.5;88.1;4518;0.6;-10.4;14.3;81.4
DAV;19701201;-;23;55;838.3;33.3;6384;-5.4;-18.7;5.1;77
DAV;19710101;-;34;51;833.8;16.8;6084;-4.4;-20.6;6.8;74.1
DAV;19710201;-;60;65;837.1;66.6;5952;-4.8;-17;8.2;78.7
DAV;19710301;-;72;74;831.5;30.2;7746;-5.4;-25.5;8.7;78.2
DAV;19710401;-;15;59;834.8;23;11466;4.8;-6.6;16;70.3
DAV;19710501;-;0;78;836.9;81.2;9480;8.4;-0.5;21.3;75.6
DAV;19710601;-;0;80;838.5;155.5;8802;8.6;-0.4;20.3;78.7
DAV;19710701;-;0;48;844.4;76.1;16440;13.4;-0.5;25.9;69.9
DAV;19710801;-;0;56;843.1;125;13260;13.5;4.1;29;76.4
DAV;19710901;-;0;49;844.8;32.5;12588;8;-4.8;21.3;75.1
DAV;19711001;-;0;39;847.6;13.6;11586;5.7;-7.4;20;70.1
DAV;19711101;-;20;64;834.7;77.4;5178;-1.9;-15.9;13.5;83.1
DAV;19711201;-;45;43;844.9;40.8;7380;-2.2;-13;6.6;77.6
DAV;19720101;-;45;60;833.3;14.1;5802;-4.3;-16;6;79
DAV;19720201;-;48;80;833.5;10.8;5538;-0.7;-12.2;9.4;71.7
DAV;19720301;-;29;60;835.6;23.8;10296;1.6;-7.7;15.4;69.9
DAV;19720401;-;1;84;832.7;78.4;7074;1.8;-8;15.7;81.8
DAV;19720501;-;0;83;836.9;95.2;8448;5.8;-5.6;18.2;76.5
DAV;19720601;-;0;75;839.9;121.5;9216;9;-2.5;21.6;77.7
DAV;19720701;-;0;76;842.8;174.9;8838;11.1;0.3;28.3;81
DAV;19720801;-;0;64;843;58.8;12066;11.2;-0.2;26.6;76.3
DAV;19720901;-;0;63;840.9;28.6;8976;5.7;-4.6;18.4;77.8
DAV;19721001;-;16;50;841;106.1;9444;3.3;-5.8;17.2;76.5
DAV;19721101;-;30;63;840.1;92.7;5952;-0.8;-15.5;13.6;81.9
DAV;19721201;-;46;30;844;16.2;7524;-2.9;-11.5;7.2;70.8
DAV;19730101;-;56;53;840.2;46;5880;-3.5;-15.3;6.6;76.7
DAV;19730201;-;86;60;833.5;55;6462;-6.3;-21.5;8.3;78.4
DAV;19730301;-;90;59;840.2;19.4;10398;-2.9;-18.5;12.1;74.7
DAV;19730401;-;55;84;834.4;60.9;7878;-1.1;-14.1;16.3;76.6
DAV;19730501;-;2;73;841.2;85.9;11772;8;-3.1;19.5;70.9
DAV;19730601;-;0;74;842.9;122.6;9936;10.9;-0.2;24.2;77.2
DAV;19730701;-;0;76;840.6;166.1;8964;11.2;2.7;24.6;79
DAV;19730801;-;0;61;845.4;93.1;12486;13.8;3.2;25.3;75.2
DAV;19730901;-;0;60;842.8;109.2;9492;9.7;-1.8;24.4;77.4
DAV;19731001;-;4;58;841.4;79.2;7326;3.1;-10.6;19.3;79.2
DAV;19731101;-;13;60;841.7;120.2;6486;-0.9;-17;13.2;76.1
DAV;19731201;-;82;66;836;133.4;4440;-4.8;-24.3;6.2;85.1
DAV;19740101;-;100;70;841.3;85.9;5190;-2;-12.6;7.5;79.8
DAV;19740201;-;118;78;832;68.1;4902;-2.3;-14.4;6.6;79
DAV;19740301;-;103;74;836;35.7;7950;0.1;-14.2;14.6;72.7
DAV;19740401;-;29;66;833.6;36.5;10320;1.9;-9.3;12.6;73.8
DAV;19740501;-;0;74;837;111.6;9756;5.6;-2.4;17.8;76.1
DAV;19740601;-;0;74;839.5;161;9180;8;-2.2;21.5;77.4
DAV;19740701;-;0;65;843.3;139.3;12984;11.5;1.7;23.6;72.9
DAV;19740801;-;0;54;843.6;111.6;12732;12.8;0.2;28;75.9
DAV;19740901;-;2;63;840;123.3;10176;8.3;-3;22;79
DAV;19741001;-;13;91;833.4;92.7;2976;-1.3;-13.5;6.8;82.6
DAV;19741101;-;34;75;837.4;109.3;4782;-1.3;-10.7;10.4;81.1
DAV;19741201;-;86;70;843.1;118.6;3744;-3.1;-16.8;5.7;86.6
DAV;19750101;-;103;65;841.2;89.6;5166;-2;-10.5;7.4;79
DAV;19750201;-;111;29;841.8;6.8;9750;-3.5;-14.9;9.3;68
DAV;19750301;-;103;79;829;77.2;7038;-2.2;-15.3;11.4;76.1
DAV;19750401;-;106;69;836.3;71.1;11868;1.5;-12.5;14.3;74
DAV;19750501;-;3;75;837.9;61.4;10170;7.2;-3.2;22;71.3
DAV;19750601;-;0;76;840.6;142.8;8574;8.7;-1.8;22.2;72.6
DAV;19750701;-;0;61;843.2;154.5;13206;12;0.2;26;70.8
DAV;19750801;-;0;69;843.6;132.2;9846;11.9;3.6;23.9;77.5
DAV;19750901;-;0;65;843.7;81.2;9882;10.9;0.6;26;78.7
DAV;19751001;-;2;45;842.6;27.5;9354;3.7;-3.6;17.3;77.2
DAV;19751101;-;12;64;837;90.2;5826;-1.1;-15.8;13.2;85.9
DAV;19751201;-;37;40;841.3;11.7;6816;-4;-12.8;4.8;81.1
DAV;19760101;-;67;70;838.1;95;4296;-5;-21.2;5.5;84.5
DAV;19760201;-;70;48;839.1;11.4;8790;-2.1;-13.8;13.1;73.8
DAV;19760301;-;54;50;836.9;10.1;10854;-1.9;-17;12;73
DAV;19760401;-;7;59;835.3;36.1;11064;2.2;-9.5;13.9;74.6
DAV;19760501;-;0;60;839.8;77;12540;7.8;-2.9;20.2;70.6
DAV;19760601;-;0;56;844.2;99.6;14586;11.7;-0.7;23.8;68.6
DAV;19760701;-;0;73;842.5;187.8;9588;12;1;25.7;77.5
DAV;19760801;-;0;73;843.2;107.4;8628;9.8;1.5;21.2;79.7
DAV;19760901;-;0;68;840.3;205.1;7818;6.7;-1.6;19.6;83.7
DAV;19761001;-;0;70;834.6;97.6;7872;6.1;-2.3;21.1;77.9
DAV;19761101;-;11;69;838;76.1;4356;-1.6;-10;10.4;85.8
DAV;19761201;-;45;56;831.5;82.8;5760;-6.4;-20;5.7;81
DAV;19770101;-;64;78;834.3;67.4;3378;-4;-17.5;8.6;81.6
DAV;19770201;-;80;75;833.6;118.8;5034;-2.6;-16.2;8;78.2
DAV;19770301;-;57;74;841;73.8;8952;1;-15.3;13.4;72.7
DAV;19770401;-;22;84;836.5;120.3;6060;0.3;-11.7;15.5;79.9
DAV;19770501;-;0;80;838.5;73.6;8244;6.3;-2.4;20.6;74.3
DAV;19770601;-;0;79;840.2;85.9;7764;9.5;-0.5;25.3;75.3
DAV;19770701;-;0;64;841;154.4;10788;11.1;0.8;25.8;77.1
DAV;19770801;-;0;79;840.6;200;6444;9.6;2.1;21;81.2
DAV;19770901;-;0;59;845.4;45.9;10524;7.1;-2.7;22.6;77.3
DAV;19771001;-;0;55;844;33;9930;6.7;-3.1;17.9;69.2
DAV;19771101;-;10;71;835.9;68.4;5730;-1.6;-15.6;16.2;75.6
DAV;19771201;-;15;55;840.9;60.7;5382;-2.7;-16.2;8.5;70.8
DAV;19780101;-;49;65;834.1;58.9;5640;-5.1;-16.3;5.1;76.1
DAV;19780201;-;81;80;829.2;64.6;4470;-4.4;-16.4;10.9;77.3
DAV;19780301;-;76;83;836.1;119.3;6234;-1.4;-11.8;9.7;67.4
DAV;19780401;-;49;76;832;31.3;7920;0.5;-11;10.1;66.9
DAV;19780501;-;1;81;837.6;115.7;5868;4.2;-3.6;14.7;68.8
DAV;19780601;-;0;75;840.5;114.1;9030;8;-0.8;20.9;64.6
DAV;19780701;-;0;69;843.1;142.6;9072;10.1;0.1;22;66.7
DAV;19780801;-;0;60;843.8;117.6;10644;9.7;0.3;21.1;72.1
DAV;19780901;-;0;64;844.1;107.9;9756;7.6;-2.3;20.1;69.9
DAV;19781001;-;1;49;844.8;65.3;9822;4;-4;20.4;70.1
DAV;19781101;-;1;28;846.7;4;10896;0.4;-16.4;12.7;57
DAV;19781201;-;12;65;831.6;30.6;5706;-2.2;-15.8;7.9;69.5
DAV;19790101;-;37;73;832.3;59.5;4806;-7.2;-20.9;5.3;75.4
DAV;19790201;-;50;71;831.1;28.7;6270;-3.6;-18.6;7.5;72.1
DAV;19790301;-;62;79;832.8;145.7;6102;-1.1;-12.2;8.9;72.3
DAV;19790401;-;51;80;834.4;42.2;6960;-0.6;-10.1;10.4;69.4
DAV;19790501;-;11;63;841.8;87.8;11568;5.6;-11;22.4;61.4
DAV;19790601;-;0;71;843.5;115.9;9048;9.5;-0.1;20.9;73.1
DAV;19790701;-;0;71;845.2;99;8508;10.2;2.5;23;70.3
DAV;19790801;-;0;64;841.6;162.4;9738;9.5;-0.4;23.4;73.1
DAV;19790901;-;3;49;844.8;152.8;11910;7.9;-2.3;19.8;73.9
DAV;19791001;-;0;70;839.3;99.2;7842;6.2;-1.8;19.8;65.8
DAV;19791101;-;29;70;838.2;147.6;5466;-2.3;-15.7;10;71.7
DAV;19791201;-;53;74;837.1;102.3;4344;-2.5;-13.6;8.6;72.6
DAV;19800101;-;92;71;835;48.4;5166;-6.2;-17.9;5.1;71.2
DAV;19800201;-;103;53;841.1;59.3;8196;-2.9;-13.6;9.5;59.6
DAV;19800301;-;88;75;832.5;45;7596;-1.5;-14.4;10.6;63.9
DAV;19800401;-;51;73;837.4;54.7;6354;-1.5;-11.2;11.4;69.4
DAV;19800501;-;2;80;835.8;55.8;6150;4.4;-2.5;14.9;71.4
DAV;19800601;-;0;80;839.9;171.5;6048;7.4;0;23.6;71.5
DAV;19800701;-;0;73;840.9;170.1;7818;9.2;0.2;23.3;71.1
DAV;19800801;-;0;60;844.1;87;11010;12;0;27.6;70.6
DAV;19800901;-;0;48;846.4;19.5;12384;9.3;-1.2;21.6;62.8
DAV;19801001;-;1;68;837.9;160;7386;2.9;-5.4;17.1;72.5
DAV;19801101;-;3;65;837.5;35.2;5454;-1.3;-12.6;11.7;69
DAV;19801201;-;40;66;839.4;56.6;5262;-6.4;-20.6;4.9;75.2
DAV;19810101;62;107;65;839.3;158.1;5214;-8.1;-21.8;1.6;74.6
DAV;19810201;126;108;43;837.8;30.3;9867;-7.1;-20.9;7.9;57.8
DAV;19810301;144;84;79;835.8;77.5;6890;0.7;-12.8;11.8;63.7
DAV;19810401;223;7;68;838.8;15.7;8993;3.6;-9;16;58.6
DAV;19810501;200;1;80;837.8;93.3;6021;6.2;-3.2;23.1;62.9
DAV;19810601;244;0;71;843.3;63.1;8259;9.8;0.4;24;63.5
DAV;19810701;198;0;75;844;230.4;6388;10.1;0.2;25.3;69.7
DAV;19810801;223;0;54;845.2;62.7;11751;11.5;0.7;25.8;65.6
DAV;19810901;124;0;84;843;149;5648;8.8;0.1;19.2;74
DAV;19811001;99;8;69;838.6;103.7;5826;3.3;-11;18.8;66.2
DAV;19811101;74;11;59;845.2;74.2;6950;-2.2;-16.4;14.3;64.6
DAV;19811201;44;84;86;826.1;97.7;1947;-5.7;-22.5;6.7;73.7
DAV;19820101;61;98;73;839.5;133.5;5007;-3.6;-17.9;5.7;70.3
DAV;19820201;116;122;54;839.8;3.9;7985;-4.8;-18.9;7.9;55.1
DAV;19820301;166;121;69;838;46.9;7730;-3.1;-15;9.4;60
DAV;19820401;232;51;65;838.2;15.5;8839;0.2;-7.9;13.1;55.3
DAV;19820501;259;2;55;843.6;62.6;10529;6.2;-6.4;18.6;53.4
DAV;19820601;215;0;70;842.6;194.6;7282;10.1;0.2;21.9;64.3
DAV;19820701;231;0;60;844.9;92.6;10363;13;3.1;25;65.1
DAV;19820801;179;0;68;843.6;175.3;7986;10.7;0.1;23.2;75
DAV;19820901;165;0;49;845.8;69.2;11315;10.2;-0.1;23.9;70.3
DAV;19821001;106;0;59;838.6;40;7863;4;-3.4;14.7;68.1
DAV;19821101;70;9;61;840.9;59.5;6135;0.8;-8.5;13.8;63.2
DAV;19821201;52;22;65;837.3;61.9;5155;-3.7;-16.8;6.6;70.9
DAV;19830101;60;71;56;847.4;167.5;5626;-3.6;-14.5;4.7;72
DAV;19830201;115;100;49;836;29.6;8051;-8;-18.8;4.9;56.2
DAV;19830301;161;80;64;839.2;31.9;8095;-1;-13.6;8.7;56.3
DAV;19830401;200;39;79;835.2;59.3;4535;2.3;-7.7;13.2;59
DAV;19830501;196;5;79;836.5;192.2;4318;4.5;-2.3;16.4;76.5
DAV;19830601;234;0;74;844.9;60;7624;10;-2.2;22.6;74.1
DAV;19830701;249;0;49;846.4;47.7;13423;15;2.8;29;66.8
DAV;19830801;174;0;68;844.2;119.2;8648;11.2;1.8;26.9;79.5
DAV;19830901;158;0;55;844.3;153.7;10296;8.9;-1.4;20.4;75.8
DAV;19831001;118;0;48;846;46.5;10667;4.8;-4.2;21;75.4
DAV;19831101;76;4;46;840;70;8918;0.1;-10.8;14.2;69.2
DAV;19831201;56;36;54;838.9;45.1;6602;-3.8;-19.8;7.2;78.6
DAV;19840101;57;62;78;834.8;61.5;3679;-5.7;-18.8;7.4;80.8
DAV;19840201;104;100;64;836.5;82;7465;-7.6;-19.4;3;80
DAV;19840301;175;91;49;834;38.8;11640;-4.6;-18.4;7.2;71.7
DAV;19840401;221;70;65;837.9;25.2;8449;0.1;-10.3;13.1;71.5
DAV;19840501;193;2;85;832.1;67.3;4704;4;-6.4;14;75.2
DAV;19840601;239;0;66;841.9;109.9;9761;8.7;0.1;20.5;72.2
DAV;19840701;239;0;56;845.2;54.9;12303;11.3;0.9;27.1;73.2
DAV;19840801;180;0;65;843.6;99.4;9008;10.6;3.2;24.5;81.1
DAV;19840901;150;2;70;838.2;213.8;8443;6.2;-2.8;22.5;82.6
DAV;19841001;115;0;53;843;45.1;9530;5.2;-3.2;15.9;75.2
DAV;19841101;74;8;56;836.4;37;6834;2.1;-8.3;15.8;73.7
DAV;19841201;53;20;58;842.1;26.9;5510;-3.2;-16;7.5;78.9
DAV;19850101;59;38;73;829.5;40.8;4442;-9.6;-27.6;5.3;83.1
DAV;19850201;101;59;64;838.2;43.5;6373;-4.3;-20.1;8.9;79.7
DAV;19850301;161;60;73;833.9;28.2;8573;-2.9;-13.8;10.6;75.5
DAV;19850401;216;21;65;835.9;101.3;9772;1.1;-8.2;13;73.9
DAV;19850501;227;1;74;836.1;70.2;8525;6.5;-5.8;18.5;74.8
DAV;19850601;223;0;76;840.5;108.9;9043;7.8;-1.2;20.8;74
DAV;19850701;248;0;49;844.9;134;13742;13.2;3.2;25.4;68.9
DAV;19850801;216;0;49;844;204.7;12454;10.8;-1.3;23.7;69
DAV;19850901;180;0;44;847;45.3;13265;9.8;-0.7;21.6;69.8
DAV;19851001;123;0;46;846.5;5.7;12272;5.5;-3.7;20.2;69
DAV;19851101;71;15;63;833.9;49.2;6594;-4.7;-15.6;14.6;78.5
DAV;19851201;55;26;55;840.2;28.9;7676;-1.6;-13.3;11.9;69.1
DAV;19860101;53;95;81;831.9;181.5;4555;-6.2;-20.1;3.5;76
DAV;19860201;113;111;54;828.2;12.2;8791;-9.2;-24.5;2.7;68.1
DAV;19860301;165;89;70;836.5;39.6;9383;-0.8;-9.8;12.1;71.1
DAV;19860401;191;40;84;832.2;66.1;6504;1;-12.7;11.3;74.6
DAV;19860501;221;1;74;843.1;67.6;9411;8.7;-1.7;21.3;70.5
DAV;19860601;241;0;61;842.1;89.4;10983;9.5;-2.7;23.8;70.6
DAV;19860701;219;0;61;844.4;120.1;10925;11.1;0.2;22.8;74.5
DAV;19860801;211;0;59;842.9;157.1;11875;11.4;0.1;25.5;75.8
DAV;19860901;174;0;58;845.2;26;11823;9.2;-0.4;20.9;73.9
DAV;19861001;127;0;40;844.3;43.7;12302;5.7;-6.9;20.5;69.6
DAV;19861101;74;5;55;844.7;22.5;7531;0.5;-9.3;13.6;68.4
DAV;19861201;49;41;64;840.5;109.7;5414;-3.8;-17.8;7.1;75.1
DAV;19870101;70;89;55;834.3;47.5;7187;-7.9;-27.9;3.1;80.2
DAV;19870201;99;82;68;834;51.2;6013;-3.8;-14.9;6.6;76.6
DAV;19870301;158;112;69;835.2;75.4;8611;-5.7;-20.6;8.3;74.2
DAV;19870401;220;63;64;840.4;43.7;10650;2.3;-11.2;17.4;67
DAV;19870501;219;3;78;837.8;125.4;8370;3.6;-4.6;15.5;73.7
DAV;19870601;204;0;81;841.6;206.9;6839;7.8;0;24;77
DAV;19870701;219;0;66;843.2;227.2;9507;12;0.6;23.3;77.1
DAV;19870801;188;0;66;843.4;119.4;9169;11.1;-0.2;24.7;76.3
DAV;19870901;167;0;63;845.3;89;10678;11.3;-1.7;24.9;72.3
DAV;19871001;103;0;69;841;31.8;7367;6.7;-3;18.5;71.5
DAV;19871101;69;8;71;837.9;40.2;5117;-0.5;-10.5;13.3;76
DAV;19871201;57;17;60;841.6;45.7;6739;-1.4;-13.3;8.4;72.4
DAV;19880101;63;25;68;835.6;48.2;5419;-2.2;-13;7.9;74.5
DAV;19880201;105;62;69;834.9;55.1;6127;-5.3;-16;6.8;71.8
DAV;19880301;135;100;89;833.7;167.1;3857;-3.8;-18.9;8.6;78.5
DAV;19880401;221;68;73;837.2;28.7;8407;3;-10;13.7;71.7
DAV;19880501;218;0;76;838.3;124.4;8131;7.8;-2.5;20.4;74.2
DAV;19880601;213;0;80;840;104.7;6756;8.7;-0.6;19.5;78.5
DAV;19880701;251;0;58;843.4;83.3;12823;12.4;0.2;26.2;73.2
