stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
SAE;19920101;81;240;39;754.8;19.8;10779;-4.2;-17.2;6.4;47.2
SAE;19920201;103;339;56;751.9;228;7985;-6.4;-18.8;4.4;62.8
SAE;19920301;125;427;78;746;377.6;5632;-6;-13.6;4.9;77.2
SAE;19920401;194;543;71;745.5;208.9;9224;-3.9;-13;7.7;77.7
SAE;19920501;259;450;61;753.7;53.4;14061;2.8;-5;12;75.6
SAE;19920601;206;249;76;751.1;166.4;9194;3.5;-2.9;12;85.6
SAE;19920701;212;42;75;756.9;208.7;8786;6.9;-0.6;16.2;85.5
SAE;19920801;226;0;58;757.3;232;13585;9.1;-2.5;18.3;74.7
SAE;19920901;162;6;63;756;207.8;9684;4;-6.8;14.2;75.6
SAE;19921001;86;22;80;743.2;330.1;3564;-2.1;-11.7;7.1;84.4
SAE;19921101;55;157;70;750.1;670.2;5424;-1.9;-13.3;11.2;74.9
SAE;19921201;61;261;44;748.3;130;8704;-3.9;-12.8;3.7;54.7
SAE;19930101;68;256;56;753.7;292.2;7262;-4.6;-19.8;6;65.8
SAE;19930201;119;304;40;752.2;102.4;10828;-6.1;-23.5;5.6;46.8
SAE;19930301;167;408;63;748.6;124.3;9287;-7.3;-19.9;5.8;70.1
SAE;19930401;201;481;71;745.8;187.1;9295;-2.5;-12.2;7.6;77.9
SAE;19930501;235;366;71;750.6;142.7;11359;2.2;-5.8;12.4;80
SAE;19930601;206;210;74;754.3;298.3;8940;4.2;-3.4;14.4;85.6
SAE;19930701;184;34;83;755.4;482.1;6770;4.2;-4.7;16.6;89
SAE;19930801;200;1;66;757;232.1;11025;6.6;-4.5;16.7;79.7
SAE;19930901;136;5;79;750;165.9;6814;2.1;-5.3;13.4;82.6
SAE;19931001;108;18;60;748.3;184.6;8989;0.2;-10.1;7.2;71.6
SAE;19931101;76;52;53;747.5;88;8612;-5.2;-16.4;5.8;65
SAE;19931201;38;109;81;742.9;585.1;3562;-6.7;-18.2;5;79.3
SAE;19940101;56;262;74;744.8;410.8;5322;-7;-16.9;0.6;75.5
SAE;19940201;86;354;75;743.1;95.9;4849;-7.8;-16.2;5.8;69.9
SAE;19940301;121;391;79;751.1;366.1;6348;-3.4;-11.8;6.2;81.3
SAE;19940401;195;450;80;743.6;453.7;7062;-5.2;-14;6.4;82.7
SAE;19940501;182;382;81;749.6;286.5;6787;1.2;-7.5;9.2;85.5
SAE;19940601;230;261;75;756.2;238.6;9745;4.2;-6.5;14.5;82.6
SAE;19940701;236;41;66;758.4;274.2;12349;9;0.7;17.1;79.3
SAE;19940801;179;0;73;756.2;263.4;8826;7.6;-0.3;17;83.4
SAE;19940901;137;7;81;752.6;218.1;7095;3.2;-7.7;12.8;82.7
SAE;19941001;123;7;60;751.6;154.8;10588;0.8;-10.3;9.7;68
SAE;19941101;67;28;71;753.6;117.6;6335;-0.2;-6.9;6.8;72.1
SAE;19941201;50;66;64;750.8;328.5;6260;-4.6;-15.3;4.6;68.1
SAE;19950101;54;283;69;744.5;524.6;5368;-9.1;-20.8;3.1;71.7
SAE;19950201;85;434;80;746.9;275.5;5019;-5.5;-14.8;3.7;75.1
SAE;19950301;138;544;71;743.9;369;7880;-8.4;-20.1;2.6;73.8
SAE;19950401;175;579;85;748.2;244.7;5236;-3.4;-12.8;3.6;86.4
SAE;19950501;236;522;74;751;177.8;10139;0.4;-10.3;10.1;80.5
SAE;19950601;202;485;83;752.6;176.3;6142;1.6;-4.7;12.7;90.7
SAE;19950701;239;280;61;757.4;177.4;12193;8.8;1.8;18.1;81
SAE;19950801;153;16;76;755.4;509.8;6926;5.5;-5.1;14.9;87.2
SAE;19950901;129;36;81;750;225.5;5377;0.3;-7.8;8.3;86.7
SAE;19951001;143;1;44;758.7;36.7;13818;5.2;-4.8;13.7;61.5
SAE;19951101;75;84;63;748.7;270.2;7610;-4.5;-17.4;5.5;70.2
SAE;19951201;54;151;68;744;213;6114;-6.4;-18.4;2.6;76.8
SAE;19960101;85;216;44;745.1;5.9;10907;-3.2;-9.8;6.1;53.9
SAE;19960201;105;260;66;740.2;168.7;7583;-10;-20.3;0.1;73.2
SAE;19960301;169;285;63;743.7;129;10124;-8;-21.1;2.9;75.2
SAE;19960401;213;292;71;748.5;98.2;10083;-2.8;-14.4;7;76.7
SAE;19960501;220;215;73;749.1;223.4;10199;0.9;-6.9;13.5;83.4
SAE;19960601;227;69;75;757.3;123.2;9371;5.1;-5.6;17.3;81.3
SAE;19960701;210;8;73;756.3;251.3;9074;5;-4.6;15.3;82.5
SAE;19960801;169;0;79;755.3;240.4;6199;5.1;-2.1;14.4;89.7
SAE;19960901;144;14;76;750.2;220;5054;-0.1;-6.7;11.1;84.4
SAE;19961001;109;23;70;752.4;250.9;8681;0.2;-9.1;9.7;72.2
SAE;19961101;60;80;75;744.4;396.5;4990;-4.7;-15.7;10.1;77.7
SAE;19961201;57;255;64;743;106.4;6290;-5.2;-19.7;4.1;68.1
SAE;19970101;82;241;43;749.8;9.5;10213;-3.6;-11.4;5.8;57.5
SAE;19970201;93;249;60;752.1;313.4;7651;-4.8;-15.2;4.1;62.4
SAE;19970301;140;350;66;753.8;251.7;7541;-3.8;-13;4.3;76.3
SAE;19970401;213;424;60;748.8;274.4;9630;-5.5;-14.9;4;77.7
SAE;19970501;247;431;66;751.5;122;11176;1.2;-9.6;12;76
SAE;19970601;186;240;88;750.3;249.6;4861;3.6;-2.6;14;88.2
SAE;19970701;184;87;81;755.9;391.9;6649;4.3;-2.9;13.1;89.8
SAE;19970801;183;1;66;757.8;240.7;9989;7.9;-1.7;15.2;81.8
SAE;19970901;205;0;43;758.6;92.8;15586;7;-3.7;15.9;59.7
SAE;19971001;112;17;58;751.2;230.1;9732;0.7;-9.3;11.4;68.5
SAE;19971101;75;11;55;743.9;63;7876;-2.3;-10.5;6.6;67.4
SAE;19971201;46;135;74;744;419.6;4596;-6.3;-15.2;3;80.2
SAE;19980101;76;278;51;747.2;323.2;10056;-5.6;-16.2;7.5;62.6
SAE;19980201;133;270;41;755.1;46.7;13120;-2.3;-13;9.1;48.5
SAE;19980301;151;378;72;750.4;320.7;7080;-6.7;-18.3;4.9;74
SAE;19980401;196;410;80;741;231.9;7286;-4.3;-15.1;6.2;82.4
SAE;19980501;236;332;67;751.5;58.5;11369;1.4;-7.2;11.8;81.7
SAE;19980601;253;183;77;755.4;281.6;9942;4.4;-7.5;15.1;85
SAE;19980701;203;17;78;754.5;296;7487;5.8;-3.5;18.3;88.6
SAE;19980801;216;0;63;756.5;196.9;12581;7.1;-5.6;18;77.7
SAE;19980901;131;24;76;750;430.7;7105;2.6;-6.9;12.8;81.9
SAE;19981001;79;17;87;749.1;401.4;3869;-1.4;-11.6;6.5;84.6
SAE;19981101;70;148;70;745.7;339.9;4562;-7.9;-19;2.5;76.7
SAE;19981201;53;268;61;749.3;172.9;6698;-6.7;-18;4.9;65.8
SAE;19990101;63;313;64;746.2;270.9;7586;-6.1;-24;6.6;65.4
SAE;19990201;84;573;78;742.3;425.5;5075;-10;-22.2;5;79.5
SAE;19990301;170;750;64;744.2;229.2;10487;-4.8;-13.8;5.1;71.6
SAE;19990401;208;762;80;746.7;260.2;7635;-3.6;-12;7.9;83.4
SAE;19990501;226;617;72;752.6;464.8;10577;2.9;-4.1;11.5;81.6
SAE;19990601;224;452;77;754.5;321.9;8320;2.6;-5;13.3;87.3
SAE;19990701;220;258;71;755.8;209.6;9978;6.3;-2.1;16.2;84.5
SAE;19990801;172;26;76;754.3;296.4;6886;5.9;0;15.4;88.7
SAE;19990901;166;0;65;753.2;207.6;9179;5.4;-1.5;13.9;81.2
SAE;19991001;120;11;66;752.1;104.2;9616;1.1;-7.7;9.3;71.5
SAE;19991101;80;82;57;749.2;216.3;7335;-5.2;-17.5;9.1;65.9
SAE;19991201;45;214;78;743.1;534.1;3755;-7.9;-17.6;2.1;77.4
SAE;20000101;69;351;51;750.2;259.3;8731;-7.9;-18.6;0.1;65.6
SAE;20000201;87;487;75;750.5;472.4;4712;-7;-17;1.6;76.9
SAE;20000301;149;681;76;748.6;402.8;6688;-6.4;-17;0.3;79.2
SAE;20000401;215;732;67;743.8;113.3;9417;-2.2;-10.8;9.2;72.5
SAE;20000501;230;494;75;752.7;252.9;9368;2.4;-6.4;10.3;84.8
SAE;20000601;266;271;65;757.8;146.1;11947;5.7;-3.5;14.8;78.3
SAE;20000701;200;122;84;752.1;510.8;6317;3.1;-4.7;14.4;91.2
SAE;20000801;201;20;62;758;246.9;11746;7.5;0.7;17.1;79.2
SAE;20000901;150;4;66;753.3;209.4;10162;4.4;-3.2;13.4;76.6
SAE;20001001;91;4;78;750.7;151.9;6832;0.9;-7.9;9.5;78.9
SAE;20001101;65;38;69;743.1;156.1;5978;-3.9;-11.5;8.9;75.6
SAE;20001201;48;64;70;745;136.9;6075;-4.2;-16;5.4;67.5
SAE;20010101;60;138;68;743.3;103.7;6639;-6.9;-16.5;2.2;69.5
SAE;20010201;97;242;69;746.5;338.9;7297;-7.2;-19.9;3.9;69.5
SAE;20010301;113;342;90;740.9;601.1;3633;-4;-14.1;6.9;86.2
SAE;20010401;185;467;86;744.9;373.4;5066;-5.4;-16.6;5.6;81.4
SAE;20010501;256;375;68;752.7;65.2;12540;3;-6.2;10.8;83
SAE;20010601;209;257;73;753.8;413.9;10172;2.3;-7.5;14.8;83.4
SAE;20010701;208;48;74;755.4;179.6;10412;6.3;-1.3;15.4;84.7
SAE;20010801;215;0;60;757.5;242.5;11901;7.9;-1.7;18.1;77.2
SAE;20010901;115;48;88;749.7;448.9;3134;-0.5;-6.8;8.1;91.3
SAE;20011001;126;4;60;756.3;127.4;11373;4.2;-5.1;13.6;71.4
SAE;20011101;76;41;62;749.8;363.1;8473;-4.2;-15.1;6.7;70
SAE;20011201;53;187;61;746.9;295.4;6452;-8.9;-26;2.3;68.1
SAE;20020101;73;286;49;753;78.6;9576;-4.8;-17.4;5.3;49.5
SAE;20020201;72;303;85;746.5;362.5;3278;-5.3;-16.9;5.3;82.5
SAE;20020301;165;360;59;748.7;226.1;11634;-4.1;-15.8;3.4;65.9
SAE;20020401;212;375;72;746.5;174.2;8446;-3.9;-11.7;4;79.5
SAE;20020501;251;375;75;750.2;109.2;8810;0.9;-8.1;10.4;83.6
SAE;20020601;266;149;69;756;238.3;11284;6.5;-3.3;18.4;81.8
SAE;20020701;213;2;73;754.6;304.7;9186;5.8;-2.3;14.4;87.2
SAE;20020801;181;0;74;754.4;494.7;8293;5.7;0.5;14.3;84.9
SAE;20020901;158;11;70;752.9;217.2;8844;1.7;-9.3;11.6;78.3
SAE;20021001;95;59;80;749.4;322.1;6722;0;-8.2;8.6;75.8
SAE;20021101;56;115;78;744.1;442.1;4004;-3.2;-12;5.4;85.2
SAE;20021201;45;178;65;746.1;265.1;5352;-4.6;-10.6;2.7;75.6
SAE;20030101;59;291;67;743;284.8;7117;-9;-21.3;1.2;71
SAE;20030201;126;494;38;745.3;87.8;12523;-9.2;-20.2;0.1;46.1
SAE;20030301;180;391;52;752.5;83.4;14163;-4.4;-13.2;2.4;61.1
SAE;20030401;215;383;68;747.6;182.2;10864;-3.6;-18;7.1;76.1
SAE;20030501;234;296;76;754.2;250;10328;2.6;-8.6;12.5;79.5
SAE;20030601;266;91;68;757.9;149.6;13151;9.2;2.3;17.2;78.2
SAE;20030701;224;0;66;756.9;240.4;11905;7;-0.8;17.7;83.4
SAE;20030801;218;0;55;759.5;105.4;13969;10.1;-2.4;19;74
SAE;20030901;171;1;58;756.6;119.9;11925;4.1;-4.1;15;69
SAE;20031001;103;38;63;746.1;414.7;9491;-1.9;-13.9;9.2;62.1
SAE;20031101;78;57;59;749.9;118.8;8378;-1;-9.6;9.2;62.7
SAE;20031201;56;98;61;747.9;182.5;7015;-5.2;-20.7;5.3;60.5
SAE;20040101;52;326;84;740;480.9;4073;-9.1;-18.3;0.3;76.1
SAE;20040201;107;475;68;747;176.8;7928;-7.4;-18.8;3.9;58.8
SAE;20040301;177;510;63;748.4;92.3;10455;-6.5;-18.7;6.8;66.6
SAE;20040401;226;549;75;745.6;149;9042;-3.7;-11.2;4.8;82.5
SAE;20040501;245;510;71;748.9;185.6;9276;-1.4;-8.3;8.1;86.1
SAE;20040601;225;399;81;755.1;219.6;7438;3.2;-4.5;12.7;85.5
SAE;20040701;211;173;73;756;241.4;8645;5.3;-2.7;14.6;85.7
SAE;20040801;202;7;76;754.7;252.2;9622;6.5;-1.2;15.8;85
SAE;20040901;163;5;65;756.8;199.9;9778;4.2;-5.8;13.3;78.5
SAE;20041001;114;4;79;749.8;132.5;8203;2.2;-7.9;12.3;81.4
SAE;20041101;63;36;73;749.5;141.4;5606;-4.6;-16.1;8;73.1
SAE;20041201;64;80;47;748.1;160.5;9313;-4.8;-15.5;3.8;60.3
SAE;20050101;66;200;63;748.8;322;6957;-8.7;-22.4;3.4;64.8
SAE;20050201;105;421;63;741.4;200;7354;-12.5;-24;-0.6;76.5
SAE;20050301;165;465;69;746.3;145;10568;-6.4;-21.5;5.5;75.5
SAE;20050401;213;403;71;747.1;215.7;9455;-3.3;-12.3;6.3;79.8
SAE;20050501;237;426;72;752.5;289.6;10650;1;-9.1;13.4;83
SAE;20050601;253;284;71;756.7;172.9;11555;5;-8;16.7;82.2
SAE;20050701;195;70;79;755.4;264.1;7666;5.5;-2.5;18.6;87.9
SAE;20050801;170;1;78;754.8;433.4;7210;4.1;-3.6;13.3;90.5
SAE;20050901;162;1;62;755.9;150.7;9913;4.6;-6.6;13.2;86.2
SAE;20051001;135;7;44;755.8;131.7;12390;4.5;-4.9;13.4;60.9
SAE;20051101;72;15;62;748.1;60.6;7199;-4.9;-15.9;8.6;71
SAE;20051201;55;118;66;744.3;271.8;6542;-9.3;-21.5;0.3;73
SAE;20060101;80;246;45;748.9;136.4;10840;-7.3;-15.7;3.2;54.3
SAE;20060201;103;300;67;741.8;193.3;6921;-8.7;-18.2;3.4;69.9
SAE;20060301;140;385;75;741;483.2;6580;-7.6;-22.3;5.1;80.9
SAE;20060401;193;406;75;747.5;239;7543;-3.7;-13.1;4.7;86.2
SAE;20060501;200;345;81;752.4;405.6;7213;0.3;-8.8;8.7;88.1
SAE;20060601;286;271;64;758;114;14036;5;-8.6;15.3;79.7
SAE;20060701;258;33;56;760.9;140.8;13951;9.9;3.7;16.4;76.8
SAE;20060801;135;4;90;751.5;490.6;4157;2;-4;10.4;94.7
SAE;20060901;182;2;60;756.2;230.2;11969;7.4;0.7;17.6;71.9
SAE;20061001;119;0;61;753.6;141;10803;4.1;-4;12.1;65.8
SAE;20061101;69;13;66;752.7;164.5;7480;-1.6;-15.7;7.9;66.7
SAE;20061201;60;55;39;754.7;111.9;9675;-3;-12.5;6.7;52
SAE;20070101;47;136;75;750.2;432.8;5947;-5.3;-19.8;3.9;79.2
SAE;20070201;95;219;63;744.9;294.1;8403;-4.7;-11.1;5;69.5
SAE;20070301;161;358;62;746.3;78.3;11165;-5.6;-15.6;3.1;76.3
SAE;20070401;265;330;41;754.1;11.6;17862;1.5;-9;9;68.5
SAE;20070501;214;196;74;749.9;356.7;10310;2;-6.5;12.3;82.7
SAE;20070601;227;100;79;753;298.2;9513;4.7;-3.2;14.3;88.8
SAE;20070701;216;3;71;755.1;377.2;11189;5.4;-3.5;17.7;85.1
SAE;20070801;188;0;66;754.9;282.3;10440;5.6;-1.2;15.6;85.2
SAE;20070901;162;7;66;754.9;174.1;9725;1.4;-6.8;10.5;83.3
SAE;20071001;138;11;55;754.9;46.6;12369;0.4;-13.5;11;65.8
SAE;20071101;61;124;65;748.4;372.8;6381;-5.1;-17.3;6.4;74.3
SAE;20071201;47;297;54;750.6;371.1;8101;-6.4;-14.1;1.2;60.8
SAE;20080101;58;339;62;750.4;173.2;8067;-4.7;-14.8;3.8;61.2
SAE;20080201;111;342;41;754.5;161.8;12230;-4.4;-14;5.6;50.4
SAE;20080301;135;464;84;739.5;518.7;7200;-8;-19;2.7;84.2
SAE;20080401;196;659;85;744;401.9;6230;-4.7;-16.3;3.1;88.4
SAE;20080501;257;552;63;751.5;51;11369;2.2;-6.1;12.2;78.6
SAE;20080601;239;276;79;755.2;114.9;8469;5;-4.3;15.5;88.4
SAE;20080701;216;103;74;755.8;262.2;10123;5.6;-2.5;14.2;84.4
SAE;20080801;206;1;68;755.5;208;11116;6.4;-2.3;14.9;81.7
SAE;20080901;158;2;69;753.4;139;9062;2;-5.9;14.9;77.7
SAE;20081001;110;6;68;752.9;147.5;8953;0.9;-9.8;9.7;80.3
SAE;20081101;71;28;63;746.7;147.1;7588;-4.3;-17.4;5.2;71.7
SAE;20081201;52;155;62;746.1;234.8;6758;-6.8;-13.7;1.1;74
SAE;20090101;74;211;42;742.5;90.6;10453;-7.8;-16.3;-0.9;59.5
SAE;20090201;94;319;76;741.8;268.7;5185;-9.7;-18.9;3;81.3
SAE;20090301;145;460;81;744.4;322.9;6658;-7.5;-16.2;2.3;80.7
SAE;20090401;223;412;63;748.6;24.4;12193;-1.2;-8.5;3.4;77.1
SAE;20090501;250;307;74;755.7;130.1;10893;2.9;-7.5;15.5;79.3
SAE;20090601;192;112;87;753.9;278.8;5822;3.2;-4.2;12.7;91.2
SAE;20090701;199;2;76;756.6;367.1;7640;6.3;-2.7;15.7;85.5
SAE;20090801;221;0;60;758.9;136.9;11952;8.5;-0.5;18;79.1
SAE;20090901;181;0;59;757.2;174.5;11390;4.9;-4.2;15.8;78.8
SAE;20091001;108;37;71;751.9;201.3;7874;-0.3;-13.5;11.8;71.4
SAE;20091101;61;63;73;746.4;208.7;4679;-2.4;-9.5;7.3;77.8
SAE;20091201;49;195;76;738.7;263.2;4281;-8.6;-22;1.4;83.8
SAE;20100101;71;317;63;740.3;178.8;7403;-9.6;-20.1;-0.8;72.1
SAE;20100201;108;370;66;735.8;146.4;7546;-9.2;-20;0.2;76.5
SAE;20100301;165;349;73;746.1;203.7;10057;-7.3;-21.2;2.8;75.5
SAE;20100401;225;347;72;750.6;58.6;11108;-2.9;-12.5;7.6;82.4
SAE;20100501;202;296;90;748.4;255;4424;-1;-8.1;8.1;93.7
SAE;20100601;247;178;73;753.5;156.3;9550;4.4;-5.4;12;83
SAE;20100701;235;17;66;758.4;321.5;11829;7.9;-0.9;18;83.1
SAE;20100801;149;1;82;755;505.5;5553;4.9;-4.6;15.4;90.8
SAE;20100901;162;11;72;752.8;157.2;8868;2;-6.5;11.7;79.2
SAE;20101001;127;30;52;749.3;100.9;11517;0.2;-11;11.9;68
SAE;20101101;67;92;75;740.9;176.1;5612;-4.9;-17.9;8.3;81.3
SAE;20101201;48;258;77;740.1;126.1;4316;-9.8;-20.9;0.9;76.2
SAE;20110101;69;307;53;747.1;133.3;8381;-7.3;-17.7;4.8;65.8
SAE;20110201;113;321;56;747.9;79.8;9823;-5.8;-18.2;5.1;60.7
SAE;20110301;173;361;46;751;104.1;13308;-4;-11.8;3.5;65.2
SAE;20110401;234;297;56;752.7;56.4;13336;-0.5;-11.4;7.7;75.1
SAE;20110501;254;203;67;755.3;192.7;12467;2.4;-6.9;12.2;80.2
SAE;20110601;223;56;80;755.4;318.8;7853;4.3;-3.3;16;89.1
SAE;20110701;201;0;80;752.7;304;7802;3.8;-3.8;15.8;86.8
SAE;20110801;227;0;52;757.1;185.5;13881;8;-2.3;20.5;76.7
SAE;20110901;172;1;50;757.4;195.8;12016;6.3;-5.5;15.5;73.7
SAE;20111001;133;9;42;755.1;238;13192;1.8;-10.1;12.3;54.5
SAE;20111101;86;0;37;754.2;0;12049;1.4;-5.2;7.9;46.2
SAE;20111201;37;160;78;746.8;709.7;3679;-6.4;-17.4;3.9;85.1
SAE;20120101;56;420;72;748.7;548.4;4800;-7.7;-15.4;-0.1;79.7
SAE;20120201;119;557;58;747.3;121.7;8658;-11.5;-26.5;3.5;73.3
SAE;20120301;194;581;42;755.9;63.2;15333;-2.8;-14.5;7.4;63.7
SAE;20120401;215;575;83;741.2;133.4;6886;-3.7;-15.1;8.4;81.9
SAE;20120501;236;490;72;752.2;172.2;10394;1.3;-10.2;11.7;82.4
SAE;20120601;251;324;75;754.3;384.7;9917;5.4;-2.9;17.4;85.2
SAE;20120701;210;75;78;756;157.2;7330;5.9;-2.1;16.4;86.9
SAE;20120801;225;0;63;758.4;281;12200;8.4;-2.3;18.5;75.5
SAE;20120901;183;3;65;754.3;204.7;11852;4.5;-6;13.9;73.8
SAE;20121001;117;3;61;749.7;264.2;10601;1.9;-15;13.4;69.1
SAE;20121101;82;58;62;747.3;118.6;8231;-1.7;-14.6;6.9;66
SAE;20121201;46;243;83;743.7;517.7;4023;-8;-18.8;6.2;80.2
SAE;20130101;64;349;78;743.3;166;4976;-7.8;-18.9;0.6;73.6
SAE;20130201;117;535;63;739.6;269.6;7040;-11.7;-20.2;-1;81.6
SAE;20130301;162;501;76;738.4;131.9;7154;-6.7;-19.6;1;75.5
SAE;20130401;232;491;69;748;134.9;10818;-1.6;-11.7;6.3;79.9
SAE;20130501;222;406;84;746.8;401;5566;-1.6;-10;7.1;92
SAE;20130601;253;389;76;755.1;373.5;9369;3.4;-6.3;17.6;90.8
SAE;20130701;268;156;54;759.5;210.7;14430;8.1;1.5;18.1;80
SAE;20130801;201;0;66;757.8;165.6;10465;7.1;-0.1;18.4;79.4
SAE;20130901;145;3;71;754.2;428.4;7800;4.1;-5.7;14.6;79.3
SAE;20131001;107;14;73;753.3;160.6;8662;2.1;-9.4;10.7;79.2
SAE;20131101;68;43;71;746.3;281;5919;-4.9;-18;5.1;77.4
SAE;20131201;60;102;43;752.6;99.4;9939;-3.4;-13.8;5.2;51.1
SAE;20140101;56;182;73;742.7;160.4;5415;-5.5;-14.3;3.8;73.2
SAE;20140201;106;253;74;742.1;143.9;7441;-6.2;-12.1;3.1;71.7
SAE;20140301;183;297;51;748.8;69.5;13861;-3.1;-13;5.4;59.6
SAE;20140401;200;249;77;748.7;88.8;8183;-1.7;-12.1;6.2;80.7
SAE;20140501;226;230;82;750.9;237.3;7452;-0.6;-8.4;8.9;85.8
SAE;20140601;235;92;74;755.3;214.7;10366;4.6;-2.3;17.7;83.9
SAE;20140701;195;0;81;754.5;490.4;7435;6;-2.4;17.9;86.6
SAE;20140801;156;1;87;753.8;292.4;4636;4;-3.9;13.5;93
SAE;20140901;151;1;67;755.6;133;8239;4.3;-4.7;12.2;83.7
SAE;20141001;115;10;60;754.3;249.1;10479;2.9;-9.1;10.7;73.6
SAE;20141101;72;25;66;747.5;76.4;7202;0.2;-7.3;6.7;70.2
SAE;20141201;45;48;76;748.8;222;4647;-6;-18.4;3;75.6
SAE;20150101;58;191;71;746.4;376.1;4990;-7.3;-16.1;3.1;71.3
SAE;20150201;111;296;52;744;143.8;8999;-7.9;-17.1;1.6;61
SAE;20150301;157;349;64;749.6;295.7;10321;-5;-14;2.5;75.2
SAE;20150401;232;458;62;752.2;239.4;12580;-2.9;-14.5;6;70.7
SAE;20150501;214;365;85;752.6;234.1;6852;0.9;-7.2;10.1;86.5
SAE;20150601;248;212;70;757.3;251.1;11097;5.3;-2.9;15.6;84.6
SAE;20150701;258;10;59;758.6;160.2;13491;9.5;-0.3;20;78.1
SAE;20150801;211;0;58;757.8;104.6;12359;8.7;-0.1;18.1;78.6
SAE;20150901;144;2;70;753.5;170.7;7921;1.7;-4.3;11.9;81.4
SAE;20151001;129;7;56;751.8;101.8;11412;0.5;-8.4;9.6;72.2
SAE;20151101;75;24;60;753.7;212.3;8549;-1.1;-15;11;65.8
SAE;20151201;65;82;41;759.6;75.6;10876;-0.4;-8.9;5.7;53.6
SAE;20160101;54;203;78;745;437.1;3892;-6.9;-19.6;4.4;78.6
SAE;20160201;91;351;83;743.2;323.1;5355;-6.7;-14.9;3.8;75.7
SAE;20160301;171;411;62;743.9;180.6;9896;-7;-15.5;3.7;70.9
SAE;20160401;219;389;76;746.4;192;8584;-3;-13.4;6.9;78.3
SAE;20160501;236;421;74;749.6;490.4;8765;-0.1;-9.5;8.9;82.9
SAE;20160601;210;264;86;753.7;349.1;5200;3.8;-2.2;17.4;92
SAE;20160701;238;66;72;758.5;276;9519;6.9;-2.9;16.8;87
SAE;20160801;217;0;61;759.6;230.8;11634;7.2;-3;17.2;80.4
SAE;20160901;170;0;54;757.7;169.4;10665;5.5;-0.7;13.8;78.8
SAE;20161001;109;3;69;753.3;109.6;7386;-0.8;-8.7;9.5;75.9
SAE;20161101;60;44;74;747.7;166;4787;-3.7;-13.9;5.3;70.3
SAE;20161201;73;27;30;758;15.9;12199;-2.7;-9.8;4.7;47.7
SAE;20170101;77;122;50;747.5;347.4;8888;-9.1;-22.2;-0.9;57.6
SAE;20170201;112;229;60;748.1;180.1;8455;-5;-12.7;2.2;67.8
SAE;20170301;172;289;62;750.1;418.5;11561;-2.6;-12.1;5;68.7
SAE;20170401;220;222;68;750.6;183.8;9395;-3.8;-14.4;4.5;78.7
SAE;20170501;262;243;68;753.5;204.2;10628;1.8;-8;12.4;79.7
SAE;20170601;237;62;74;756.2;247.2;9394;6.8;-3.8;16.5;85.4
SAE;20170701;211;0;79;756.8;370.1;8568;6.9;-0.8;16.7;86
SAE;20170801;218;0;67;758.8;242.5;11240;8.4;-0.7;18;80.2
SAE;20170901;139;6;81;752.7;254.7;6084;0.9;-5.2;8.8;87.5
SAE;20171001;127;12;56;756.5;255.8;10332;1.6;-9.6;12.6;67.3
SAE;20171101;72;68;68;747.7;314.3;6333;-4.9;-14.7;4.8;74.9
SAE;20171201;55;282;68;745.4;518.4;6464;-7.8;-17.3;3.4;76.1
SAE;20180101;59;406;-;746.3;573.9;5913;-5.2;-14.1;2;78.7
SAE;20180201;119;532;-;740.1;197.5;7569;-11.2;-26;-0.6;74.7
SAE;20180301;152;579;-;737.1;227.8;4674;-6.7;-16.9;1.3;82.8
SAE;20180401;241;533;-;750.2;72.5;13524;0.9;-10.1;9.2;66.2
SAE;20180501;262;354;-;752.4;85.7;11857;3.4;-4;11.7;82.5
SAE;20180601;251;125;-;755.6;153.1;10275;5.4;-2.3;13.7;85.1
SAE;20180701;242;3;-;757.3;64.8;12134;7.8;1.9;16.3;81.7
SAE;20180801;195;0;-;758.6;253.1;8957;8.1;-4.9;17;82.2
SAE;20180901;191;0;-;758.9;193.9;12464;5.7;-6.4;13.7;75.4
SAE;20181001;132;2;-;753.5;77.1;12658;2.6;-7.6;10.2;64.8
SAE;20181101;86;2;-;749.5;25.2;9860;-1.4;-11.8;8.1;66.5
SAE;20181201;46;81;-;750.3;648.5;4841;-5.6;-14.9;2.7;75.1
SAE;20190101;65;328;-;742.6;561.1;5655;-11.3;-19;-0.7;80.5
SAE;20190201;131;492;-;753.5;113.2;11370;-3.2;-14.8;5.6;51.7
SAE;20190301;158;-;-;749.9;492.2;9382;-5;-13.9;5.6;71.5
SAE;20190401;210;550;-;746.9;119.1;9005;-2.8;-10.5;5.1;77.7
SAE;20190501;205;642;-;748.6;465.6;6270;-2.4;-12.2;4.1;88.7
SAE;20190601;307;450;-;757.4;113;16070;8.4;-4;21;68.8
SAE;20190701;229;90;-;756.8;226.9;10799;7.8;0.7;18.6;83.6
SAE;20190801;215;0;-;758.2;284.6;12785;8.1;-0.7;16.6;76
SAE;20190901;168;3;-;756.6;213.6;10774;4.7;-3.1;14.9;73.8
SAE;20191001;100;3;-;752.7;333;7923;2.8;-7.5;11.3;76.1
SAE;20191101;62;22;-;740.3;180.4;4479;-4;-10.8;5;82.4
SAE;20191201;48;111;-;746.9;453.9;5879;-3.9;-13.6;4.2;67.7
;;;;;;;;;;;
